C(at%),Al(at%),V(at%),Cr(at%),Mn(at%),Fe(at%),Co(at%),Ni(at%),Cu(at%),Mo(at%),check_100,G_RT_FCC,H_RT_FCC,phase_fraction_fcc,phase_fraction_bcc,second_phase_fraction,Config_Entropy,(0-T)*Entropy,melting point(C),grain(um),Anneal_Temp(K),Anneal_Time(h),R(%),CR(%),Hom_Temp(K),Enthalpy_FCC
0,7.143,0,21.429,7.143,21.429,21.429,14.286,0,7.143,100.002,-10225.808,957.666,0.385,0.616,0,15.2462,-4543.377,1589.981799,12.8914,1123,0.375,90,67,1323,-10241.0542
0,7.143,0,21.429,7.143,21.429,21.429,21.429,0,0,100.002,-10312.391,926.461,0.47,0.53,0,14.1122,-4205.4396,1506.551559,12.8914,1323,4,80,87,1323,-10326.5032
0,7.143,0,28.571,0,7.143,21.429,21.429,7.143,7.143,100.001,-11119.562,1731.193,0.564,0.436,0,14.7337,-4390.6349,1598.891479,12.8914,923,0.375,75,10,0,-11134.2957
0,7.143,0,28.571,0,14.286,14.286,21.429,7.143,7.143,100.001,-11075.075,1810.544,0.472,0.528,0,15.0444,-4483.2357,1601.962969,12.8914,1173,0.1667,87,75,1273,-11090.1194
0,7.143,0,28.571,0,14.286,21.429,14.286,7.143,7.143,100.001,-11123.487,1685.735,0.442,0.558,0,15.0444,-4483.2357,1604.820169,12.8914,1253,4,91,67,1323,-11138.5314
0,7.143,0,28.571,0,14.286,21.429,21.429,0,7.143,100.001,-10151.539,1796.853,0.46,0.541,0,13.9104,-4145.2983,1631.249269,12.8914,1423,96,25,80,1373,-10165.4494
0,7.143,0,28.571,0,14.286,21.429,21.429,7.143,0,100.001,-10896.591,1374.172,0.473,0.526,0,13.9104,-4145.2983,1521.389929,12.8914,673,0.1667,25,66,1493,-10910.5014
0,7.143,0,28.571,0,21.429,7.143,21.429,7.143,7.143,100.001,-10942.295,1904.497,0.434,0.567,0,14.7337,-4390.6349,1605.034459,12.8914,953,0.125,60,0,0,-10957.0287
0,7.143,0,28.571,0,21.429,14.286,14.286,7.143,7.143,100.001,-11093.693,1785.153,0.361,0.64,0,15.0444,-4483.2357,1607.891659,12.8914,1253,1,88,5,1473,-11108.7374
0,7.143,0,28.571,0,21.429,14.286,21.429,0,7.143,100.001,-10286.383,1309.172,0.369,0.631,0,13.9104,-4145.2983,1634.320759,12.8914,0,20,63,92,1073,-10300.2934
0,7.143,0,28.571,0,21.429,14.286,21.429,7.143,0,100.001,-11019.592,1890.652,0.442,0.558,0,13.9104,-4145.2983,1524.461419,12.8914,673,25,78,78,1273,-11033.5024
0,7.143,0,28.571,0,21.429,21.429,7.143,7.143,7.143,100.001,-11095.6,1606.595,0.283,0.717,0,14.7337,-4390.6349,1610.748859,12.8914,1073,0.1167,78.6,82,0,-11110.3337
0,7.143,0,28.571,0,21.429,21.429,14.286,0,7.143,100.001,-10134.045,1767.322,0.346,0.654,0,13.9104,-4145.2983,1637.177959,12.8914,893,36,88,86,1273,-10147.9554
0,7.143,0,28.571,0,21.429,21.429,21.429,0,0,100.001,-10362.68,1048.052,0.419,0.581,0,12.7764,-3807.3609,1553.747719,12.8914,1023,25,78.6,91,1493,-10375.4564
0,7.143,0,28.571,7.143,7.143,14.286,21.429,7.143,7.143,100.001,-10961.905,1672.852,0.473,0.527,0,15.8677,-4728.5723,1581.105409,12.8914,1123,50,78.6,0,1423,-10977.7727
0,7.143,0,28.571,7.143,7.143,21.429,14.286,7.143,7.143,100.001,-10672.229,1600.04,0.448,0.552,0,15.8677,-4728.5723,1583.962609,12.8914,0,4,87,0,1073,-10688.0967
0,7.143,0,28.571,7.143,7.143,21.429,21.429,0,7.143,100.001,-10563.921,2302.237,0.538,0.461,0,14.7337,-4390.6349,1610.391709,12.8914,1123,0.1167,86,92,1493,-10578.6547
0,7.143,0,28.571,7.143,7.143,21.429,21.429,7.143,0,100.001,-10370.846,969.279,0.6,0.401,0,14.7337,-4390.6349,1500.532369,12.8914,1073,100,3,91,1523,-10385.5797
0,7.143,0,28.571,7.143,14.286,7.143,21.429,7.143,7.143,100.001,-11233.8,2258.318,0.484,0.516,0,15.8677,-4728.5723,1584.176899,12.8914,1253,0.0833,60,66,1423,-11249.6677
0,7.143,0,28.571,7.143,14.286,14.286,14.286,7.143,7.143,100.001,-11360.15,2191.062,0.402,0.589,0.008,16.1784,-4821.1731,1587.034099,12.8914,1273,48,64,45,1573,-11376.3284
0,7.143,0,28.571,7.143,14.286,14.286,21.429,0,7.143,100.001,-10549.831,2350.164,0.451,0.548,0,15.0444,-4483.2357,1613.463199,12.8914,1373,0.225,88,84,1523,-10564.8754
0,7.143,0,28.571,7.143,14.286,14.286,21.429,7.143,0,100.001,-11293.196,2286.033,0.511,0.489,0,15.0444,-4483.2357,1503.603859,12.8914,1523,0.5,45,20,1173,-11308.2404
0,7.143,0,28.571,7.143,14.286,21.429,7.143,7.143,7.143,100.001,-9928.448,918.11,0.38,0.62,0,15.8677,-4728.5723,1589.891299,12.8914,1523,20,10,85,1573,-9944.3157
0,7.143,0,28.571,7.143,14.286,21.429,14.286,0,7.143,100.001,-10541.966,2241.337,0.415,0.584,0,15.0444,-4483.2357,1616.320399,12.8914,973,1,66,93,1273,-10557.0104
0,7.143,0,28.571,7.143,14.286,21.429,14.286,7.143,0,100.001,-10249.739,960.857,0.472,0.528,0,15.0444,-4483.2357,1506.461059,12.8914,573,0.1667,86,67,1473,-10264.7834
0,7.143,0,28.571,7.143,14.286,21.429,21.429,0,0,100.001,-10286.005,946.937,0.492,0.509,0,13.9104,-4145.2983,1532.890159,12.8914,1473,5,67,86,1493,-10299.9154
0,7.143,0,28.571,7.143,21.429,7.143,14.286,7.143,7.143,100.001,-11345.255,2134.721,0.4,0.6,0,15.8677,-4728.5723,1590.105589,12.8914,1523,0.0833,63,87,1473,-11361.1227
0,7.143,0,28.571,7.143,21.429,7.143,21.429,0,7.143,100.001,-10470.133,2382.35,0.415,0.585,0,14.7337,-4390.6349,1616.534689,12.8914,1253,50,90,78,1423,-10484.8667
0,7.143,0,28.571,7.143,21.429,7.143,21.429,7.143,0,100.001,-11208.028,2289.074,0.477,0.523,0,14.7337,-4390.6349,1506.675349,12.8914,1253,96,40,86,1373,-11222.7617
0,7.143,0,28.571,7.143,21.429,14.286,7.143,7.143,7.143,100.001,-11388.9,1999.386,0.319,0.681,0,15.8677,-4728.5723,1592.962789,12.8914,1073,0.225,70,90,0,-11404.7677
0,7.143,0,28.571,7.143,21.429,14.286,14.286,0,7.143,100.001,-10319.095,956.169,0.337,0.663,0,15.0444,-4483.2357,1619.391889,12.8914,923,10,63,88,1323,-10334.1394
0,7.143,0,28.571,7.143,21.429,14.286,14.286,7.143,0,100.001,-11354.791,2214.648,0.399,0.601,0,15.0444,-4483.2357,1509.532549,12.8914,1123,2,10,82,0,-11369.8354
0,7.143,0,28.571,7.143,21.429,14.286,21.429,0,0,100.001,-10513.563,2426.947,0.423,0.576,0,13.9104,-4145.2983,1535.961649,12.8914,998,36,45,90,1493,-10527.4734
0,7.143,0,28.571,7.143,21.429,21.429,7.143,0,7.143,100.001,-9966.281,939.458,0.271,0.729,0,14.7337,-4390.6349,1622.249089,12.8914,0,0,87,66,1523,-9981.0147
0,7.143,0,28.571,7.143,21.429,21.429,7.143,7.143,0,100.001,-11369.268,2085.111,0.322,0.677,0,14.7337,-4390.6349,1512.389749,12.8914,1073,16,25,67,1493,-11384.0017
0,7.143,0,28.571,7.143,21.429,21.429,14.286,0,0,100.001,-10544.748,2327.515,0.372,0.628,0,13.9104,-4145.2983,1538.818849,12.8914,673,0.225,40,66,1323,-10558.6584
0,7.143,7.143,7.143,0,21.429,21.429,21.429,7.143,7.143,100.002,-11061.191,1426.364,0.463,0.536,0,16.0695,-4788.7137,1546.409499,12.8914,1253,2,25,84,1373,-11077.2605
0,7.143,7.143,7.143,7.143,14.286,21.429,21.429,7.143,7.143,100.002,-11395.886,2280.28,0.485,0.42,0.095,17.2035,-5126.6511,1525.551939,12.8914,823,96,84,88,1523,-11413.0895
0,7.143,7.143,7.143,7.143,21.429,14.286,21.429,7.143,7.143,100.002,-11384.413,2267.038,0.507,0.493,0,17.2035,-5126.6511,1528.623429,12.8914,573,0.1,78.6,50,1493,-11401.6165
0,7.143,7.143,7.143,7.143,21.429,21.429,14.286,7.143,7.143,100.002,-11490.026,2213.974,0.424,0.571,0.004,17.2035,-5126.6511,1531.480629,12.8914,953,48,95,91,1423,-11507.2295
0,7.143,7.143,7.143,7.143,21.429,21.429,21.429,0,7.143,100.002,-10336.888,964.555,0.482,0.518,0,16.0695,-4788.7137,1557.909729,12.8914,1273,16,40,65,1073,-10352.9575
0,7.143,7.143,7.143,7.143,21.429,21.429,21.429,7.143,0,100.002,-11373.357,2365.378,0.5,0.482,0.018,16.0695,-4788.7137,1448.050389,12.8914,1373,4,75,85,1423,-11389.4265
0,7.143,7.143,14.286,0,14.286,21.429,21.429,7.143,7.143,100.002,-10939.448,1396.336,0.491,0.508,0,16.3802,-4881.3144,1572.767169,12.8914,773,0.0833,91,5,1273,-10955.8282
0,7.143,7.143,14.286,0,21.429,14.286,21.429,7.143,7.143,100.002,-11083.572,1698.851,0.435,0.564,0,16.3802,-4881.3144,1575.838659,12.8914,1123,0.0833,60,85,1423,-11099.9522
0,7.143,7.143,14.286,0,21.429,21.429,14.286,7.143,7.143,100.002,-11189.828,1754.989,0.361,0.628,0.011,16.3802,-4881.3144,1578.695859,12.8914,1273,0.3333,84,10,1373,-11206.2082
0,7.143,7.143,14.286,0,21.429,21.429,21.429,0,7.143,100.002,-10382.143,1107.6,0.427,0.573,0,15.2462,-4543.377,1605.124959,12.8914,953,6,85,64,1493,-10397.3892
0,7.143,7.143,14.286,0,21.429,21.429,21.429,7.143,0,100.002,-11045.32,1455.624,0.446,0.554,0,15.2462,-4543.377,1495.265619,12.8914,1148,0.125,79,90,1573,-11060.5662
0,7.143,7.143,14.286,7.143,7.143,21.429,21.429,7.143,7.143,100.002,-10826.957,1496.808,0.535,0.466,0,17.2035,-5126.6511,1551.909609,12.8914,998,0.5,5,20,1073,-10844.1605
0,7.143,7.143,14.286,7.143,14.286,14.286,21.429,7.143,7.143,100.002,-11336.692,2285.628,0.491,0.494,0.015,17.5143,-5219.2518,1554.981099,12.8914,773,1008,92,80,1273,-11354.2063
0,7.143,7.143,14.286,7.143,14.286,21.429,14.286,7.143,7.143,100.002,-11427.67,2239.393,0.416,0.584,0,17.5143,-5219.2518,1557.838299,12.8914,673,100,88,79,1073,-11445.1843
0,7.143,7.143,14.286,7.143,14.286,21.429,21.429,0,7.143,100.002,-10304.62,974.354,0.506,0.495,0,16.3802,-4881.3144,1584.267399,12.8914,1253,312,80,25,1073,-10321.0002
0,7.143,7.143,14.286,7.143,14.286,21.429,21.429,7.143,0,100.002,-11357.667,2326.31,0.471,0.437,0.093,16.3802,-4881.3144,1474.408059,12.8914,773,0.1667,3,79,1493,-11374.0472
0,7.143,7.143,14.286,7.143,21.429,7.143,21.429,7.143,7.143,100.002,-11315.426,2236.631,0.49,0.51,0,17.2035,-5126.6511,1558.052589,12.8914,1373,16,88,65,1173,-11332.6295
0,7.143,7.143,14.286,7.143,21.429,14.286,14.286,7.143,7.143,100.002,-11461.755,2166.452,0.411,0.59,0,17.5143,-5219.2518,1560.909789,12.8914,1073,0.0333,20,67,1373,-11479.2693
0,7.143,7.143,14.286,7.143,21.429,14.286,21.429,0,7.143,100.002,-10372.895,928.033,0.434,0.566,0,16.3802,-4881.3144,1587.338889,12.8914,673,0.1667,91,80,0,-10389.2752
0,7.143,7.143,14.286,7.143,21.429,14.286,21.429,7.143,0,100.002,-11334.682,2320.6,0.488,0.512,0,16.3802,-4881.3144,1477.479549,12.8914,773,0.5,63,87,1523,-11351.0622
0,7.143,7.143,14.286,7.143,21.429,21.429,7.143,7.143,7.143,100.002,-11474.802,2046.383,0.331,0.669,0,17.2035,-5126.6511,1563.766989,12.8914,948,0,40,78.6,1473,-11492.0055
0,7.143,7.143,14.286,7.143,21.429,21.429,14.286,0,7.143,100.002,-10243.698,982.89,0.381,0.619,0,16.3802,-4881.3144,1590.196089,12.8914,1273,0.1667,78.6,0,0,-10260.0782
0,7.143,7.143,14.286,7.143,21.429,21.429,14.286,7.143,0,100.002,-11452.074,2253.273,0.41,0.583,0.007,16.3802,-4881.3144,1480.336749,12.8914,923,0.25,93,65,1473,-11468.4542
0,7.143,7.143,14.286,7.143,21.429,21.429,21.429,0,0,100.002,-10332.161,958.07,0.467,0.533,0,15.2462,-4543.377,1506.765849,12.8914,948,0.0833,80,88,1373,-10347.4072
0,7.143,7.143,21.429,0,7.143,21.429,21.429,7.143,7.143,100.002,-10809.154,1400.032,0.53,0.47,0,16.0695,-4788.7137,1599.124839,12.8914,1523,0.125,96,30,1073,-10825.2235
0,7.143,7.143,21.429,0,14.286,14.286,21.429,7.143,7.143,100.002,-11036.199,1449.841,0.44,0.56,0,16.3802,-4881.3144,1602.196329,12.8914,1273,4,93,30,1073,-11052.5792
0,7.143,7.143,21.429,0,14.286,21.429,21.429,0,7.143,100.002,-10217.727,1765.687,0.457,0.543,0,15.2462,-4543.377,1631.482629,12.8914,1373,0.05,5,50,1273,-10232.9732
0,7.143,7.143,21.429,0,14.286,21.429,21.429,7.143,0,100.002,-11173.151,1771.448,0.51,0.49,0,15.2462,-4543.377,1521.623289,12.8914,1473,0.25,93,25,1473,-11188.3972
0,7.143,7.143,21.429,0,21.429,7.143,21.429,7.143,7.143,100.002,-11013.955,1867.765,0.431,0.57,0,16.0695,-4788.7137,1605.267819,12.8914,893,6,30,78,1473,-11030.0245
0,7.143,7.143,21.429,0,21.429,14.286,14.286,7.143,7.143,100.002,-11159.601,1765.158,0.356,0.644,0,16.3802,-4881.3144,1608.125019,12.8914,1323,1008,70,95,1473,-11175.9812
0,7.143,7.143,21.429,0,21.429,14.286,21.429,7.143,0,100.002,-11103.604,1853.255,0.438,0.562,0,15.2462,-4543.377,1524.694779,12.8914,1073,0.0833,86,5,1473,-11118.8502
0,7.143,7.143,21.429,0,21.429,21.429,7.143,7.143,7.143,100.002,-11164.536,1581.837,0.281,0.718,0,16.0695,-4788.7137,1610.982219,12.8914,1373,0.125,40,78.6,1173,-11180.6055
0,7.143,7.143,21.429,0,21.429,21.429,14.286,0,7.143,100.002,-10318.374,1115.457,0.344,0.656,0,15.2462,-4543.377,1637.411319,12.8914,948,0.375,60,67,1473,-10333.6202
0,7.143,7.143,21.429,0,21.429,21.429,21.429,0,0,100.002,-10222.592,1835.184,0.415,0.584,0,14.1122,-4205.4396,1553.981079,12.8914,673,0.1,87,79,1523,-10236.7042
0,7.143,7.143,21.429,7.143,7.143,14.286,21.429,7.143,7.143,100.002,-10995.491,1707.489,0.473,0.526,0.001,17.2035,-5126.6511,1581.338769,12.8914,1323,100,50,80,1473,-11012.6945
0,7.143,7.143,21.429,7.143,7.143,21.429,14.286,7.143,7.143,100.002,-10693.956,1621.501,0.448,0.552,0,17.2035,-5126.6511,1584.195969,12.8914,1073,0.375,67,96,1573,-10711.1595
0,7.143,7.143,21.429,7.143,7.143,21.429,21.429,0,7.143,100.002,-10266.553,982.95,0.536,0.464,0,16.0695,-4788.7137,1610.625069,12.8914,953,0,84,82,1573,-10282.6225
0,7.143,7.143,21.429,7.143,7.143,21.429,21.429,7.143,0,100.002,-10814.997,1483.08,0.515,0.484,0,16.0695,-4788.7137,1500.765729,12.8914,923,6,30,85,0,-10831.0665
0,7.143,7.143,21.429,7.143,14.286,7.143,21.429,7.143,7.143,100.002,-11297.316,2239.828,0.481,0.519,0,17.2035,-5126.6511,1584.410259,12.8914,1073,50,5,90,1473,-11314.5195
0,7.143,7.143,21.429,7.143,14.286,14.286,14.286,7.143,7.143,100.002,-11423.233,2173.092,0.4,0.592,0.007,17.5143,-5219.2518,1587.267459,12.8914,573,0.3333,40,10,1173,-11440.7473
0,7.143,7.143,21.429,7.143,14.286,14.286,21.429,0,7.143,100.002,-10558.621,2406.874,0.41,0.567,0.024,16.3802,-4881.3144,1613.696559,12.8914,923,25,79,45,0,-10575.0012
0,7.143,7.143,21.429,7.143,14.286,14.286,21.429,7.143,0,100.002,-11367.373,2264.943,0.507,0.493,0,16.3802,-4881.3144,1503.837219,12.8914,953,0.1,91,84,1373,-11383.7532
0,7.143,7.143,21.429,7.143,14.286,21.429,7.143,7.143,7.143,100.002,-9941.594,933.421,0.378,0.623,0,17.2035,-5126.6511,1590.124659,12.8914,953,0,96,3,1373,-9958.7975
0,7.143,7.143,21.429,7.143,14.286,21.429,14.286,0,7.143,100.002,-10182.879,983.945,0.413,0.587,0,16.3802,-4881.3144,1616.553759,12.8914,873,0.3333,64,40,1423,-10199.2592
0,7.143,7.143,21.429,7.143,14.286,21.429,14.286,7.143,0,100.002,-11429.822,2204.361,0.385,0.534,0.081,16.3802,-4881.3144,1506.694419,12.8914,1148,0.5,30,67,1493,-11446.2022
0,7.143,7.143,21.429,7.143,14.286,21.429,21.429,0,0,100.002,-10301.799,971.029,0.489,0.512,0,15.2462,-4543.377,1533.123519,12.8914,1473,0.0833,85,85,1573,-10317.0452
0,7.143,7.143,21.429,7.143,21.429,7.143,14.286,7.143,7.143,100.002,-11408.267,2116.386,0.397,0.603,0,17.2035,-5126.6511,1590.338949,12.8914,1073,25,78,75,1373,-11425.4705
0,7.143,7.143,21.429,7.143,21.429,7.143,21.429,0,7.143,100.002,-10532.57,2364.262,0.412,0.587,0,16.0695,-4788.7137,1616.768049,12.8914,1173,0.0833,3,95,0,-10548.6395
0,7.143,7.143,21.429,7.143,21.429,7.143,21.429,7.143,0,100.002,-11280.996,2268.634,0.474,0.526,0,16.0695,-4788.7137,1506.908709,12.8914,948,96,91,96,1573,-11297.0655
0,7.143,7.143,21.429,7.143,21.429,14.286,7.143,7.143,7.143,100.002,-11450.665,1981.118,0.317,0.683,0,17.2035,-5126.6511,1593.196149,12.8914,893,0,78,5,1473,-11467.8685
0,7.143,7.143,21.429,7.143,21.429,14.286,14.286,0,7.143,100.002,-10336.536,978.501,0.335,0.665,0,16.3802,-4881.3144,1619.625249,12.8914,1423,0,3,67,1273,-10352.9162
0,7.143,7.143,21.429,7.143,21.429,14.286,14.286,7.143,0,100.002,-11426.934,2194.508,0.396,0.604,0,16.3802,-4881.3144,1509.765909,12.8914,773,0.375,93,84,1573,-11443.3142
0,7.143,7.143,21.429,7.143,21.429,14.286,21.429,0,0,100.002,-10586.07,2406.397,0.42,0.579,0,15.2462,-4543.377,1536.195009,12.8914,673,0.1667,85,20,1373,-10601.3162
0,7.143,7.143,21.429,7.143,21.429,21.429,7.143,0,7.143,100.002,-9627.474,3754.385,0.342,0.475,0.183,16.0695,-4788.7137,1622.482449,12.8914,973,0.225,45,79,1273,-9643.5435
0,7.143,7.143,21.429,7.143,21.429,21.429,7.143,7.143,0,100.002,-11440.109,2068.437,0.318,0.683,0,16.0695,-4788.7137,1512.623109,12.8914,1273,36,92,3,1373,-11456.1785
0,7.143,7.143,21.429,7.143,21.429,21.429,14.286,0,0,100.002,-10614.708,2308.317,0.369,0.631,0,15.2462,-4543.377,1539.052209,12.8914,1373,2,63,86,1423,-10629.9542
0,7.143,7.143,28.571,0,7.143,14.286,21.429,7.143,7.143,100.001,-10926.636,1375.071,0.466,0.534,0,15.8677,-4728.5723,1628.534929,12.8914,1148,4,10,0,1373,-10942.5037
0,7.143,7.143,28.571,0,7.143,21.429,14.286,7.143,7.143,100.001,-10672.357,1544.552,0.445,0.555,0,15.8677,-4728.5723,1631.392129,12.8914,1023,0.3333,78,30,1173,-10688.2247
0,7.143,7.143,28.571,0,7.143,21.429,21.429,0,7.143,100.001,-10314.966,1108.68,0.493,0.507,0,14.7337,-4390.6349,1657.821229,12.8914,1148,96,60,65,1423,-10329.6997
0,7.143,7.143,28.571,0,7.143,21.429,21.429,7.143,0,100.001,-10997.079,2198.827,0.59,0.409,0,14.7337,-4390.6349,1547.961889,12.8914,773,16,78.6,25,1173,-11011.8127
0,7.143,7.143,28.571,0,14.286,7.143,21.429,7.143,7.143,100.001,-11009.551,1869.47,0.426,0.574,0,15.8677,-4728.5723,1631.606419,12.8914,0,48,25,85,1493,-11025.4187
0,7.143,7.143,28.571,0,14.286,14.286,14.286,7.143,7.143,100.001,-11127.701,1794.475,0.35,0.64,0.01,16.1784,-4821.1731,1634.463619,12.8914,1273,0.05,75,78,1473,-11143.8794
0,7.143,7.143,28.571,0,14.286,14.286,21.429,0,7.143,100.001,-10385.861,1071.391,0.403,0.597,0,15.0444,-4483.2357,1660.892719,12.8914,893,0.1667,45,92,1423,-10400.9054
0,7.143,7.143,28.571,0,14.286,14.286,21.429,7.143,0,100.001,-11113.229,1827.239,0.455,0.545,0,15.0444,-4483.2357,1551.033379,12.8914,1523,0.1667,86,60,1173,-11128.2734
0,7.143,7.143,28.571,0,14.286,21.429,7.143,7.143,7.143,100.001,-10059.688,1034.368,0.342,0.658,0,15.8677,-4728.5723,1637.320819,12.8914,998,5,87,78,1523,-10075.5557
0,7.143,7.143,28.571,0,14.286,21.429,14.286,0,7.143,100.001,-10159.371,1712.716,0.379,0.622,0,15.0444,-4483.2357,1663.749919,12.8914,1373,5,67,87,1173,-10174.4154
0,7.143,7.143,28.571,0,14.286,21.429,14.286,7.143,0,100.001,-10420.815,1095.64,0.426,0.574,0,15.0444,-4483.2357,1553.890579,12.8914,1323,48,93,86,1073,-10435.8594
0,7.143,7.143,28.571,0,14.286,21.429,21.429,0,0,100.001,-10200.555,1813.508,0.444,0.557,0,13.9104,-4145.2983,1580.319679,12.8914,1373,312,96,87,1323,-10214.4654
0,7.143,7.143,28.571,0,21.429,7.143,14.286,7.143,7.143,100.001,-11103.177,1770.539,0.35,0.65,0,15.8677,-4728.5723,1637.535109,12.8914,1023,0,78,45,1523,-11119.0447
0,7.143,7.143,28.571,0,21.429,7.143,21.429,0,7.143,100.001,-10204.546,1784.873,0.357,0.642,0,14.7337,-4390.6349,1663.964209,12.8914,1023,48,25,5,1173,-10219.2797
0,7.143,7.143,28.571,0,21.429,7.143,21.429,7.143,0,100.001,-10982.394,1918.945,0.418,0.582,0,14.7337,-4390.6349,1554.104869,12.8914,1253,0.375,85,95,1473,-10997.1277
0,7.143,7.143,28.571,0,21.429,14.286,7.143,7.143,7.143,100.001,-11138.786,1566.774,0.274,0.726,0,15.8677,-4728.5723,1640.392309,12.8914,953,0.0833,64,75,1473,-11154.6537
0,7.143,7.143,28.571,0,21.429,14.286,14.286,0,7.143,100.001,-10382.484,1080.284,0.302,0.698,0,15.0444,-4483.2357,1666.821409,12.8914,0,312,60,67,1373,-10397.5284
0,7.143,7.143,28.571,0,21.429,14.286,14.286,7.143,0,100.001,-10668.432,1098.004,0.348,0.653,0,15.0444,-4483.2357,1556.962069,12.8914,773,0.225,10,10,1073,-10683.4764
0,7.143,7.143,28.571,0,21.429,14.286,21.429,0,0,100.001,-10316.208,1338.109,0.357,0.643,0,13.9104,-4145.2983,1583.391169,12.8914,953,16,63,5,1473,-10330.1184
0,7.143,7.143,28.571,0,21.429,21.429,7.143,0,7.143,100.001,-9271.993,3425.199,0.29,0.523,0.187,14.7337,-4390.6349,1669.678609,12.8914,1473,312,64,66,1493,-9286.7267
0,7.143,7.143,28.571,0,21.429,21.429,7.143,7.143,0,100.001,-10162.689,1051.436,0.286,0.715,0,14.7337,-4390.6349,1559.819269,12.8914,0,0.0833,90,70,1573,-10177.4227
0,7.143,7.143,28.571,7.143,7.143,7.143,21.429,7.143,7.143,100.001,-11269.979,2261.944,0.471,0.519,0.01,16.691,-4973.909,1610.748859,12.8914,823,5,5,86,1473,-11286.67
0,7.143,7.143,28.571,7.143,7.143,14.286,21.429,0,7.143,100.001,-10331.957,979.391,0.473,0.528,0,15.8677,-4728.5723,1640.035159,12.8914,1023,5,60,90,1173,-10347.8247
0,7.143,7.143,28.571,7.143,7.143,14.286,21.429,7.143,0,100.001,-10990.302,1708.029,0.453,0.542,0.004,15.8677,-4728.5723,1530.175819,12.8914,1148,0.0833,79,80,1473,-11006.1697
0,7.143,7.143,28.571,7.143,7.143,21.429,7.143,7.143,7.143,100.001,-9872.876,924.883,0.429,0.571,0,16.691,-4973.909,1616.463259,12.8914,1253,0.25,25,80,1423,-9889.567
0,7.143,7.143,28.571,7.143,7.143,21.429,14.286,0,7.143,100.001,-10120.632,982.169,0.452,0.548,0,15.8677,-4728.5723,1642.892359,12.8914,873,1,88,10,1273,-10136.4997
0,7.143,7.143,28.571,7.143,7.143,21.429,14.286,7.143,0,100.001,-10679.146,1610.927,0.432,0.569,0,15.8677,-4728.5723,1533.033019,12.8914,0,312,87,45,1493,-10695.0137
0,7.143,7.143,28.571,7.143,7.143,21.429,21.429,0,0,100.001,-10602.221,2295.461,0.518,0.482,0,14.7337,-4390.6349,1559.462119,12.8914,1253,0.375,20,80,1073,-10616.9547
0,7.143,7.143,28.571,7.143,14.286,7.143,14.286,7.143,7.143,100.001,-11393.671,2114.434,0.389,0.611,0,17.0017,-5066.5097,1616.677549,12.8914,1423,0.1,5,88,1373,-11410.6727
0,7.143,7.143,28.571,7.143,14.286,7.143,21.429,0,7.143,100.001,-10362.964,890.439,0.408,0.592,0,15.8677,-4728.5723,1643.106649,12.8914,1473,0.225,96,85,1073,-10378.8317
0,7.143,7.143,28.571,7.143,14.286,7.143,21.429,7.143,0,100.001,-11267.322,2264.594,0.465,0.535,0,15.8677,-4728.5723,1533.247309,12.8914,998,1,78,45,1473,-11283.1897
0,7.143,7.143,28.571,7.143,14.286,14.286,7.143,7.143,7.143,100.001,-11410.593,1987.838,0.309,0.691,0,17.0017,-5066.5097,1619.534749,12.8914,1073,0.125,96,30,1423,-11427.5947
0,7.143,7.143,28.571,7.143,14.286,14.286,14.286,0,7.143,100.001,-10279.708,993.95,0.356,0.643,0,16.1784,-4821.1731,1645.963849,12.8914,973,6,50,86,1523,-10295.8864
0,7.143,7.143,28.571,7.143,14.286,14.286,14.286,7.143,0,100.001,-11392.755,2193.893,0.386,0.606,0.008,16.1784,-4821.1731,1536.104509,12.8914,873,0.05,84,60,1173,-11408.9334
0,7.143,7.143,28.571,7.143,14.286,14.286,21.429,0,0,100.001,-10589.434,2347.286,0.434,0.565,0,15.0444,-4483.2357,1562.533609,12.8914,1023,16,93,0,1373,-10604.4784
0,7.143,7.143,28.571,7.143,14.286,21.429,7.143,0,7.143,100.001,-9888.165,945.177,0.314,0.687,0,15.8677,-4728.5723,1648.821049,12.8914,998,20,79,30,1173,-9904.0327
0,7.143,7.143,28.571,7.143,14.286,21.429,7.143,7.143,0,100.001,-9938.553,931.362,0.364,0.636,0,15.8677,-4728.5723,1538.961709,12.8914,673,10,80,63,1073,-9954.4207
0,7.143,7.143,28.571,7.143,14.286,21.429,14.286,0,0,100.001,-10118.559,3277.844,0.53,0.469,0,15.0444,-4483.2357,1565.390809,12.8914,823,0.5,5,91,1273,-10133.6034
0,7.143,7.143,28.571,7.143,21.429,7.143,7.143,7.143,7.143,100.001,-11398.763,1921.961,0.305,0.695,0,16.691,-4973.909,1622.606239,12.8914,948,6,88,90,1323,-11415.454
0,7.143,7.143,28.571,7.143,21.429,7.143,14.286,0,7.143,100.001,-10572.845,2231.475,0.325,0.675,0,15.8677,-4728.5723,1649.035339,12.8914,773,0.125,10,75,1423,-10588.7127
0,7.143,7.143,28.571,7.143,21.429,7.143,14.286,7.143,0,100.001,-11377.592,2137.806,0.383,0.617,0,15.8677,-4728.5723,1539.175999,12.8914,953,0.1,79,0,1323,-11393.4597
0,7.143,7.143,28.571,7.143,21.429,7.143,21.429,0,0,100.001,-10509.34,2384.854,0.399,0.601,0,14.7337,-4390.6349,1565.605099,12.8914,1073,312,60,66,1373,-10524.0737
